,City,Longitude,Latitude,Address
0,Berkeley,-122.279145,37.85945,"Bethlehem Temple, Derby Street, San Pablo Park, Berkeley, Alameda County, California, 94703, United States of America"
1,Berkeley,-122.290649,37.868188,"West Berkeley Fencing Club, 1111, Addison Street, Poets Corner, Berkeley, Alameda County, California, 94702, United States of America"
2,Berkeley,-122.298788,37.871555,"1709, Sixth Street, West Berkeley, Berkeley, Alameda County, California, 94710, United States of America"
3,Berkeley,-122.266751,37.880199,"1501, Oxford Street, Gourmet Ghetto, Berkeley, Alameda County, California, 94709, United States of America"
4,Berkeley,-122.277795,37.880146,"1422, Edith Street, North Berkeley, Berkeley, Alameda County, California, 94703, United States of America"
5,Berkeley,-122.276515,37.866098,"1708, Bancroft Way, Central Berkeley, Berkeley, Alameda County, California, 94703, United States of America"
6,Berkeley,-122.277504,37.879759,"1468, Edith Street, North Berkeley, Berkeley, Alameda County, California, 94703, United States of America"
7,Berkeley,-122.28069,37.867625,"1548, Allston Way, Poets Corner, Berkeley, Alameda County, California, 94703, United States of America"
8,Berkeley,-122.267885,37.856937,"Berkeley Bowl, 2020, Oregon Street, LeConte, Berkeley, Alameda County, California, 95704, United States of America"
9,Berkeley,-122.277938,37.864363,"1626, Channing Way, Central Berkeley, Berkeley, Alameda County, California, 94703, United States of America"
10,Berkeley,-122.268132,37.869202,"Tea Fever, 2202, Shattuck Avenue, Downtown Berkeley, Berkeley, Alameda County, California, 94704, United States of America"
11,Berkeley,-122.285971,37.860334,"1264, Blake Street, San Pablo Park, Berkeley, Alameda County, California, 94702, United States of America"
12,Berkeley,-122.261276,37.88006,"2501, Hill Court, Northside, Berkeley, Alameda County, California, 94709, United States of America"
13,Berkeley,-122.292022,37.873106,"Berkeley Adult School, 1701, San Pablo Avenue, West Berkeley, Berkeley, Alameda County, California, 94710, United States of America"
14,Berkeley,-122.291483,37.866776,"San Pablo Avenue, West Berkeley, Berkeley, Alameda County, California, 94710, United States of America"
15,Berkeley,-122.293267,37.852482,"870, Anthony Street, San Pablo Park, Berkeley, Alameda County, California, 94710, United States of America"
16,Berkeley,-122.259672,37.876154,"Hoyt Hall, 2519, Ridge Road, Northside, Berkeley, Alameda County, California, 94720, United States of America"
17,Berkeley,-122.273724,37.858775,"2716, Grant Street, South Berkeley, Berkeley, Alameda County, California, 94703, United States of America"
18,Berkeley,-122.266953,37.869612,"Magnes Collection of Jewish Art and Life, 2121, Allston Way, Downtown Berkeley, Berkeley, Alameda County, California, 93710, United States of America"
19,Berkeley,-122.283261,37.870298,"American Haircuts, University Avenue, Central Berkeley, Berkeley, Alameda County, California, 94702, United States of America"
20,Berkeley,-122.285009,37.876664,"1569, Acton Street, Westbrae, Berkeley, Alameda County, California, 94702, United States of America"
21,Berkeley,-122.279196,37.855622,"2868, Sacramento Street, San Pablo Park, Berkeley, Alameda County, California, 94702, United States of America"
22,Berkeley,-122.299574,37.853642,"18, West Bolivar Drive, West Berkeley, Berkeley, Alameda County, California, 94710, United States of America"
23,Berkeley,-122.299215,37.879686,"924 & 926, Gilman Street, Ocean View, Berkeley, Alameda County, California, 94710, United States of America"
24,Berkeley,-122.293189,37.878749,"Stannage Avenue, Westbrae, Berkeley, Alameda County, California, 94710, United States of America"
25,Berkeley,-122.296477,37.852831,"700, Heinz Avenue, San Pablo Park, Berkeley, Alameda County, California, 94710, United States of America"
26,Berkeley,-122.278892,37.875239,"Virginia-McGee Tot Lot, 1644, Virginia Street, Central Berkeley, Berkeley, Alameda County, California, 94702, United States of America"
27,Berkeley,-122.295267,37.85266,"Heinz Avenue, San Pablo Park, Berkeley, Alameda County, California, 94710, United States of America"
28,Berkeley,-122.268585,37.876124,"University Park Apartments, 1709, Shattuck Avenue, Gourmet Ghetto, Berkeley, Alameda County, California, 94709, United States of America"
29,Berkeley,-122.293813,37.857669,"Seventh Street, San Pablo Park, Berkeley, Alameda County, California, 94710, United States of America"
30,Berkeley,-122.292372,37.868608,"T-Mobile, 2020, San Pablo Avenue, West Berkeley, Berkeley, Alameda County, California, 94702, United States of America"
31,Berkeley,-122.275237,37.875942,"1818, Virginia Street, North Berkeley, Berkeley, Alameda County, California, 94709, United States of America"
